본문,label
Brexit 국민투표 충격으로 장기금리는 큰 폭 하락하였다.,0
"국고10년 금리는 1.5%, 3년은 1.25%로 장기금리는 하루 사이에 10bps 내외 하락하였다.",0
6월 불안 요인과 반기말 자금수요를 고려한다면 장기금리 하락 요인이 커 보인다.,0
"장기금리가 낮은 수준을 유지하고 있으며, 금리변동성도 축소되어 있다.",1
하지만 체감적인 금리 하락폭은 크지 않았던 편이었다.,0
"국제유가가 하방 경직적인 흐름을 유지한다면, 2015년 5월의 장기금리 상승 패턴이 재현될 가능성에도 유의해야 할 것이다.",1
"-4월 들어 국제유가는 $30대로 반락하였으며, 달러 장기금리도 하락하였다.",0
달러 장기금리 하락은 오히려 엔화 약세 등에 연동하는 것으로 보인다.,0
"유가 상승으로 위험선호 심리가 회복되고 있으며, 선진국 통화정책회의가 확인되면서 유동성 여건도 안정되고 있다.",1
완화적 정책기조 확인으로 2014년처럼 장기금리 하락세가 재개될 가능성도 있다.,0
"다만 유가 $40대 상승시도 등, 2분기 금리상승에 대한 리스크 인식도 점증할 것으로 보인다.",1
"4월 통화정책 기대감 약화로 장기금리는 상승 압력이 높아질 것이며, 유가 등락에 따라 민감한 등락을 보일 전망이다.",1
"-금통위회의 이후 장기금리는 점진적으로 상승하고 있으며, 채권금리보다 CRS금리 하락폭이 큰 편이다.",0
반면 유가반등 등 위험선호 회복도 장기금리 상승 요인으로 작용할 것이다.,1
- Fed 긴축정책 강도는 이전의 금리인상 시기보다는 완화될 것으로 기대되고 잇다.,0
"달러 단기자금 시장은 안정되고 있는 가운데, 장기국채 금리는 하락하고 있으며, 달러화 가치는 상승하였다.",0
하이일드 에너지 섹터와 일부 이머징 국가들을 제외하고는 위험채권 상품의 금리 스프레드는 하락을 시도하고 있다.,0
또한 유가가 반등을 시도하는 시기에 신용 리스크 프리미엄 하락과 장기국채금리 상승으로 이어질 수가 있다.,1
"-ECB 정책회의 이후 상승하였던 장기금리는 하향 안정되고 있으나, 국고10년 금리는 2.20%까지 기술적 하락 후 반등을 시도하고 있다.",1
하지만 유로/달러 스왑 레이트가 축소되면서 장기채권의 구조적인 매수세는 약화될 것이다.,1
달러 약세와 유가 반등 가능성도 있어 안전자산 선호 약화에 따른 장기금리 상승 요인도 부담스러운 변수이다.,1
"-11월말 장기금리는 안정적인 흐름을 보였지만, ECB의 양적완화가 시장 기대치에 못 미친 것으로 평가되면서 금리는 급등하였다.",1
장기금리의 단기급등 요인을 감안한다면 장기금리는 기술적으로 전저점 수준까지 하락을 시도할 것이다.,0
"3)구조화 채권 등 USD IRS rate 하락 압력이 강해진 반면 현물채권 금리 상승요인이 부각되면서, USD Swap spread가 하락하였다.",1
하지만 금리가 상승하기 전과 후의 주변 여건은 완전히 달라져 있다.,1
"시장 환경 변화 속에 구조적인 금리 상승 요인이 희석되면서, 오버슈팅되어 있는 장기금리 수준은 되돌림이 불가피하다.-10년물 국채 금리는 10bp 이상 기술적 반락이 이어질 것으로 예상된다.",0
"다만 9월말 리스크 프리미엄 상승에 따른 기술적 반락의 가능성도 배제할 수 없다.-기준금리는 1.50%로 동결되었으며, 정책당국의 경기인식과 정책 스탠스의 변화로 추가적인 완화 가능성은 낮아 보인다.",1
장기금리가 안정적인 등락을 보일수록 금리 상승에 대한 위험은 커질 것이다.,1
"아직 원자재 가격이 낮은 수준이고, 대기매수세로 인해 장기금리 상승 압력은 크지 않은 편이다.",0
원자재 수출 국가들은 스프레드 확대와 함께 장기금리 하락폭은 크지 않았다.,1
"이머징 리스크 부각이 Fed의 금리인상을 염두한 선제적 대응이었다면, 시장의 흐름은 전환될 가능성이 높아 보인다.",1
"유가 하락은 장기채권 수급에 우호적인 변수이나, 장기금리 하락에 미치는 영향력은 점차 약화될 것으로 보인다.",0
하지만 스프레드 축소 만으로는 원화 장기금리가 크게 하락할 가능성은 낮아 보인다.,1
"Fed 정책금리는 9월 인상 가능성이 높은 편이나, 물가와 유가가 낮은 수준을 유지하고 있어 장기금리에 미치는 영향은 크지 않았다.",1
"그리스 부채협상 관련 우려가 진정된 점은 금리상승 요인이나, 달러가치 안정과 유가 상승 압력 둔화는 금리 상승압력을 약화시켰다.- 금융기관들의 그리스 관련 익스포저가 크지 않아 유로존 리스크로 확산될 가능성은 낮다.",0
"장기금리는 변동성이 큰 편이지만, 단기금리가 안정적인 흐름을 보이면서 장기채권의 캐리 매력이 부각되고 있다.- 6월 FOMC회의 이후, Fed의 금리인상 우려가 완화되었으며, 국제유가가 $60선에서 상승세가 둔화되면서 기대인플레이션 상승 압력도 크지 않은 편이다.",0
"금리인상 지연 가능성으로 달러화가 약세를 보였지만, 4,5월에 나타난 달러약세/장기금리 상승의 관계는 약화된 모습이다.- 그렉시트와 관련한 유로존 리스크가 부각되면서 안전자산 선호가 강해지고 있다.",0
이에 따른 안전자산 선호와 원/달러 크로스 금리 하락은 원화채권의 투자매력을 부각시킬 것이다.,0
6월말까지 국고10년 금리는 2.3%대의 기술적 하락이 진행될 것이란 의견을 유지한다.,0
"-6월 금통위회의에서 기준금리가 인하되었지만, 장기금리는 큰 폭 상승하였다.",1
완화적 통화정책 기조는 유지될 것으로 보인다.-주중 장기금리 상승은 아시아 채권시장의 약세에 기인하였다.,0
"수급구조 안정에 따라 국고10년 금리 2.5%대에서 상승세는 둔화될 것이며, 기술적 하단은 2.35% 로 설정할 수 있다.",0
"메르스에 대한 당국의 대응이 신뢰를 얻지 못하고 있어 내수와 관광경기 위축에 대한 우려가 높으며, 완화적 통화정책 기조는 유지될 것이다.하지만 장기채권 수급과 하반기 경기환경에 대한 부담을 고려해 장기금리 저점은 이전보다 높아지는 등락이 예상된다.",1
국고10년물 금리도 2.5%대로 상승을 시도하면서 연초와 다르게 유동성 패러다임의 변화 가능성도 제기되었다.,1
Fed의 금리인상 등 유동성 긴축 우려가 이번에 채권시장의 쇼크로 작용한 것으로 보이지 않는다.,1
"유가 상승세 둔화로 다시 채권시장은 유동성 장세에 대한 기대가 높아질 것으로 보이며, 장기금리는 기술적 반락이 진행될 가능성이 높다는 판단이다.",0
"한국물 채권은 스프레드 상으로는 밸류에이션 매력이 높지 않은 편리스크 완화 국면, 대외변수에 따른 리스크 관리?",0
단기금리 하락룸 크지 않아 장기금리 하락에 따른 스프레드 부담 커져?,0
유동성 리스크 완화로 아시아 시장이 선행하여 회복?,0
위험선호 회복 시에는 역외 수급은 안정적이어도 점진적인 금리 상승 불가피?,1
"월말 수급 여건은 다음 달 초에 전환될 수 있다는 점도 고려해야- 한국은행이 금리인하에 대해 보수적인 시각을 표명, 이는 유동성 공급이 충분히 이루어져 향후 경기부양에 있어 재정정책의 역할이 중요하다는 시각.- 스왑베이시스 하락세 지속된다면, 7월말처럼 원화 금리 오버슈팅 요인이 부각되어 장기금리는 기술적 반등 가능성이 높아짐.",1
"ECB정책회의 기대, 선진국 장기금리 선반영 가능성유로존 리스크로 ECB의 양적완화 등 통화완화정책에 대한 기대 높아.",0
"장기금리, 기술적 부담은 있으나 아직은 추세적 상승 가능성 낮아위험자산 선호와 미 국채 커브 스티프닝 가능성으로 국고10년 금리는 3.2%대 반등 가능성.",1
"- 장기금리 기술적 상승에 대한 부담 있지만, 선제적인 듀레이션 축소 대응보다는 케리투자가 효과적.?",1
"전일 장 마감 이후 선진국 국채금리가 하락한 영향으로 국고10년_x000D_
금리는 직전 저점 수준으로 하락할 것으로 보인다.",0
"3)러시아의 군사행동으로 금융시장의 불안이_x000D_
커졌으며, 러시아 CDS가 큰 폭으로 상승한 가운데, 정책금리는 7.0%로 150bp 인상되었다.",1
"단기자금 흐름이 악화되지 않는 이상 금리상승세가_x000D_
지속되기는 어려워 보인다.",0
통상적으로 유동성 불안이 완화되는 시기에 스왑스프레드는 축소되고 금리가 안정되는 패턴을 보이는 경향이 있다.,0
"따라서 스왑스프레드 확대로 인해 적어도 장기금리 상승압력은완화될 가능성이 높다.장기금리 상승리스크가 완화되면서 장기채권의 캐리투자 유인이 지속될 것으로 보이며, 커브스티프닝 압력은 완화될 전망이다.",0
"국고 10년 금리 3.5%대는 저가매수 영역으로 설정한 대응은 유효하며, 리얼머니 회복 움직임에 따른 스왑스프레드 변동에 따라 금리 하락폭을 가늠할수 있을 것이다.",0
"한국물 CDS와 장기 CRS rate에 비해 원화금리가 높은 편도 아니고, 커브 플래트닝 포지션의 차익실현 욕구로 인해 장기금리 하락압력은 약화될 전망이다.",1
"이는_x000D_
금융시장의 불안보다는 장기채권의 리얼머니의 흐름이 정체된 영향이 작용한 것으로 볼 수 있다.경험적으로 금융/유동성 환경이 안정적이고, 스왑스프레드가 낮은 수준에 있을 때, 장기금리 상승압력은 크지 않았다.따라서 모멘텀 부재로 장기금리가 정체된 국면에 접어든 상황에서는_x000D_
캐리 관점에서의 장기물 매수는 유효하다는 판단이다.",1
"3년 내외 구간의 현물채권 저평가로 이 구간의 금리하락이 선행될 것이며, 이후에 CDS가 진정을 확인하면서 장기구간의 수급력도 회복될 전망이다.",0
"금통위 결정과 관련된 시장의 나이브한 해석이 장중 변동성을 확대시킨 것으로 볼 수 있으며, 당분간 주요 금리 상단에서 금리 상승세가 둔화되는 양상이 이어질 전망이다.",1
"연초 외국인 선물 포지션이 뚜렷한 방향성 없이대량으로 움직이고 있는데, 대외적으로는 달러금리가 5년물 중심으로 상승압력이 커졌었고, 동시에 한국물 CDS가 상승한 부분이 작용하였다.",1
"한국은행의 통화정책이 완화적 기조를 유지할 것이란 기대가 높아지는 가운데, 옐렌 차기의장의 하원인준과 연준인사들의 도비쉬한 발언이 이어지면서 유동성 충격의 가능성도 높지 않은 편이다.",0
외국인은 다시 선물매수세를 확대하면서 장기국고채 수익률은 하락하였다.,0
"단기 크로스금리가 하락세를 보였고, 환율 급등과2,3년 구간을 중심으로 원화금리가 움직인 점은 부담 요인이다.",0
"하지만 밤 사이 달러가 약세를 보였고, 달러금리가 5년 이상의 장기금리의 변동성이 커지고 있어 원화장기금리 하락요인으로 작용할 것이다.",0
